1486623583;;;;;;;;;;;;;;;;;;;
09.02.2017, 07:59:43;;;;;;;;;;;;;;;;;;;
nagÅ‚Ã³wek1;nagÅ‚Ã³wek2;nagÅ‚Ã³wek3;producent;nr kat.;EAN;nazwa;OEM;Twoja cena;Opis;Gwarancja;PHE;Magazyn;nowoÅ›Ä‡;EU;Opakowanie;producent;url obrazek;Magazyn;Magazyn_limit
Papiery i folie;Specjalne media do druku;Format A4;EP;FEP04174949G;10343604544;Epson Bright White Ink Jet Paper, bia³a, 500, szt. szt., C13S041749, do drukarek atramentowych, 210x297mm (A4), A4, 90 g/m2;C13S041749;24,83;;24;0;0;0;27,09;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP04174949G.jpg;0;-
Papiery i folie;Specjalne media do druku;Format A4;HP;FHPQ6592A46G;8,2916E+11;HP Superior Inkjet Paper, bia³a, 100, szt. szt., dwustronny druk, Q6592A, do drukarek atramentowych, 210x297mm (A4), A4, 180 g/m2;Q6592A;71,92;;24;0;1;0;80,55;1;Hewlett-Packard;http://www.lamaplus.com.pl/all/obr/FHPQ6592A46G.jpg;1;3
Papiery i folie;Specjalne media do druku;Format A4;HP;FHPQ6593A48G;8,2916E+11;HP Professional Inkjet Paper, bia³a, 200, szt. szt., Q6593A, do drukarek atramentowych, 210x297mm (A4), A4, 120 g/m2;Q6593A;60,74;;24;0;1;0;68,03;1;Hewlett-Packard;http://www.lamaplus.com.pl/all/obr/FHPQ6593A48G.jpg;1;6
Papiery i folie;Specjalne media do druku;Format A3;EP;FEP04134435G;10343830097;Epson Archival Matte Paper, bia³a, 50, szt. szt., C13S041344, do drukarek atramentowych, 297x420mm (A3), A3, 192 g/m2;C13S041344;110,3;;24;0;0;0;120,24;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP04134435G.jpg;0;-
Papiery i folie;Specjalne media do druku;Format A3;HP;FHPC6821A35G;25184222642;HP Superior Inkjet Paper 180 Glossy, bia³a, 50, szt. szt., C6821A, do drukarek atramentowych, 297x420mm (A3), A3, 180 g/m2;C6821A;76,73;;24;0;1;0;85,93;1;Hewlett-Packard;http://www.lamaplus.com.pl/all/obr/FHPC6821A35G.jpg;1;3
Papiery i folie;Specjalne media do druku;Format A3;HP;FHPQ6594A36G;8,2916E+11;HP Professional Inkjet Paper, bia³a, 100, szt. szt., Q6594A, do drukarek atramentowych, 297x420mm (A3), A3, 120 g/m2;Q6594A;70,32;;24;0;1;0;78,76;1;Hewlett-Packard;http://www.lamaplus.com.pl/all/obr/FHPQ6594A36G.jpg;1;5
Papiery i folie;Specjalne media do druku;Formát A3+;EP;FEP0412173FG;10343816725;Epson Color Laser Paper, bia³a, 1250, szt. szt., C13S041217, do drukarek laserowych, 330x480mm (A3+), A3+, 82 g/m2;C13S041217;245,8;;24;0;0;0;268,13;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP0412173FG.jpg;0;-
Papiery i folie;Specjalne media do druku;Formát A3+;EP;FEP04134034G;10343830059;Epson Archival Matte Paper, bia³a, 50, szt. szt., C13S041340, do drukarek atramentowych, 330x480mm (A3+), A3+, 192 g/m2;C13S041340;168,3;;24;0;0;0;212,36;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP04134034G.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAEL100XX6G;;Canon Papier do drukarek termo sublimacyjnych, bia³a, 100, szt. szt., E-L100, do drukarek termosublimacyjnych, 89x119mm;1336B001AA;79,16;;24;0;0;0;89,92;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAEL100XX6G.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAEL50XXX4G;;Canon Papier do drukarek termo sublimacyjnych, bia³a, 50, szt. szt., E-L50, do drukarek termosublimacyjnych, 89x119mm;1248B001AA;43,97;;24;0;0;0;49,96;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAEL50XXX4G.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAHC18IFXVG;;Canon Papier do drukarek termo sublimacyjnych, bia³a, 18, szt. szt., HC18IF, do drukarek termosublimacyjnych;7418A001AA;28,57;;24;0;0;0;32,46;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAHC18IFXVG.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAHC18ILXVG;;Canon Papier do drukarek termo sublimacyjnych, bia³a, 18, szt. szt., HC18IL, do drukarek termosublimacyjnych;6931A001AA;28,57;;24;0;0;0;32,46;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAHC18ILXVG.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAHC18IPXVG;;Canon Papier do drukarek termo sublimacyjnych, bia³a, 18, szt. szt., HC18IP, do drukarek termosublimacyjnych;6930A001AA;22,59;;24;0;0;0;25,66;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAHC18IPXVG.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAHC36IPXEG;;Canon Papier do drukarek termo sublimacyjnych, bia³a, 36, szt. szt., HC36IP, do drukarek termosublimacyjnych;6929A001AA;28,57;;24;0;0;0;32,46;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAHC36IPXEG.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAKC18IF7VG;4,961E+12;Etykiety Canon Selphy CP XXX, bia³a, 18, szt. szt., KC18IF, do drukarek termosublimacyjnych, 86x54mm, w tym folia parowa;7741A001AG;35,28;;24;0;1;0;40,07;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAKC18IF7VG.jpg;1;17
Papiery i folie;Specjalne media do druku;Pozosta³e;CA;FCAP25BWT73G;;Canon Papie E-P25BW Twin pack, bia³a, 25, szt. szt., P25BW Twin pack, do drukarek termosublimacyjnych;1251B002AA;61,56;;24;0;0;0;69,94;1;Canon;http://www.lamaplus.com.pl/all/obr/FCAP25BWT73G.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;EP;FEP041236XPG;10343817463;Epson Posterboard semigloss, bia³a, 5, szt. szt., C13S041236, do drukarek atramentowych, B1, 870 g/m2;C13S041236;270,7;;24;0;0;0;341,63;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP041236XPG.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;EP;FEP041598XPG;;Epson Enhanced Matte Posterboard, bia³a, 1, szt. szt., C13S041598, do drukarek atramentowych, role, 1122 g/m2;C13S041598;358,8;;24;0;0;0;452,76;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP041598XPG.jpg;0;-
Papiery i folie;Specjalne media do druku;Pozosta³e;EP;FEP041599XPG;;Epson Enhanced Matte Posterboard, bia³a, 1, szt. szt., C13S041599, do drukarek atramentowych, role, 1122 g/m2;C13S041599;342,8;;24;0;0;0;432,6;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP041599XPG.jpg;0;-
Papiery i folie;Specjalne media do druku;Format A2;EP;FEP04209524G;1,03439E+11;Epson Enhanced Matte Paper, bia³a, 50, szt. szt., C13S042095, do drukarek atramentowych, A2, A2, 192 g/m2;C13S042095;221,1;;24;0;0;0;279,11;1;Epson;http://www.lamaplus.com.pl/all/obr/FEP04209524G.jpg;0;-
3D druk;3D drukarki;;VE;3VEPSLBABXXG;23942552581;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55275, srebrna;55275;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPSLBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPRJBABXXG;23942552536;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55270, czerwona;55270;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPRJBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPMKBABXXG;23942552529;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55269, niebieska;55269;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPMKBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPCKBABXXG;23942552505;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55267, czarna;55267;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPCKBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPBKBABXXG;23942552512;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55268, bia³a;55268;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPBKBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEABBBCCXXG;23942550181;Verbatim 3D filament, ABS, 2,85mm, 1000g, 55018, czarna;55018;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEABBBCCXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPAJBABXXG;23942552550;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55272, pomarañczowa;55272;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPAJBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPZKBABXXG;23942552543;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55271, zielona;55271;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPZKBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPTTBABXXG;23942552574;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55274, przezroczysta;55274;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPTTBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPYJBABXXG;23942552567;Verbatim 3D filament, PLA, 1,75mm, 1000g, 55273, ¿ó³ta;55273;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPYJBABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEARABACXXG;23942550136;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55013, czerwona;55013;75,95;;24;0;0;0;91,14;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEARABACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEAMKBACXXG;23942550129;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55012, niebieska;55012;109,2;;24;0;0;0;131,06;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEAMKBACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEABBBACXXG;23942550105;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55010, czarna;55010;109,2;;24;0;0;0;131,06;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEABBBACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEASLBACXXG;23942550167;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55016, srebrna;55016;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEASLBACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEATTBACXXG;23942550150;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55015, przezroczysta;55015;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEATTBACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEABKBACXXG;23942550112;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55011, bia³a;55011;109,2;;24;0;0;0;131,06;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEABKBACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEATTBCCXXG;23942550198;Verbatim 3D filament, ABS, 2,85mm, 1000g, 55019, przezroczysta;55019;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEATTBCCXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEAZKBACXXG;23942550143;Verbatim 3D filament, ABS, 1,75mm, 1000g, 55014, zielona;55014;109,2;;24;0;0;0;131,06;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEAZKBACXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPBBBCBXXG;;Verbatim 3D filament, PLA, 2,85mm, 1000g, 55276, czarna;55276;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPBBBCBXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPBKAABXXG;;Verbatim 3D filament, PLA, 1,75mm, 750g, 55285, bia³a;55285;85,08;;24;0;0;0;102,11;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPBKAABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPBKBCBXXG;;Verbatim 3D filament, PLA, 2,85mm, 1000g, 55277, bia³a;55277;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPBKBCBXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPCKAABXXG;;Verbatim 3D filament, PLA, 1,75mm, 750g, 55284, czarna;55284;63,08;;24;0;0;0;75,7;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPCKAABXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPMKBCBXXG;;Verbatim 3D filament, PLA, 2,85mm, 1000g, 55278, niebieska;55278;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPMKBCBXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPRABCBXXG;;Verbatim 3D filament, PLA, 2,85mm, 1000g, 55279, czerwona;55279;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPRABCBXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPSLBCBXXG;;Verbatim 3D filament, PLA, 2,85mm, 1000g, 55283, srebrna;55283;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPSLBCBXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEPTTBCBXXG;;Verbatim 3D filament, PLA, 2,85mm, 1000g, 55282, przezroczysta;55282;109,5;;24;0;0;0;131,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEPTTBCBXXG.jpg;0;-
3D druk;3D drukarki;;VE;3VEABKBCCXXG;;Verbatim 3D filament, ABS, 2,85mm, 1000g, 55017, bia³a;55017;76,12;;24;0;0;0;91,38;1;Verbatim;http://www.lamaplus.com.pl/all/obr/3VEABKBCCXXG.jpg;0;-
Smart home;Zásuvky;;AB;SHSAA03RTABG;6,93536E+12;Zestaw transmiterów sieciowych 100-240V, 50/60Hz, bia³a, TP-LINK;TL-WPA4530KIT;273,7;;24;0;0;0;342,11;1;TP-link;http://www.lamaplus.com.pl/all/obr/SHSAA03RTABG.jpg;0;-
Smart home;Zásuvky;;RQ;SHRAA04ATRQG;5,90175E+12;Gnizado bezprzewodowe 230V 50/60Hz, konfiguracja z WiFi, MAX.3680W, bia³a, ORNO, IP20;OR-SH-1701;95,34;;24;0;0;0;133,5;1;ORNO;http://www.lamaplus.com.pl/all/obr/SHRAA04ATRQG.jpg;0;-
Smart home;Zásuvky;;AB;SHSAA02ATABG;6,93536E+12;Gnizado bezprzewodowe 100-240V, 50/60Hz, bia³a, TP-LINK, MAX. 3680 W, 16A;HS110;131,2;;24;0;0;0;170,57;1;TP-link;http://www.lamaplus.com.pl/all/obr/SHSAA02ATABG.jpg;0;-
Smart home;Objímky;;RQ;SHRAC01ATRQG;5,90175E+12;Gniazdo ¿arówki 230V 50/60Hz, do 30m, MAX.100W, 20, bia³a, ORNO, MAX. 100W, IP20;OR-SH-1706;61,7;;24;0;1;0;86,34;1;ORNO;http://www.lamaplus.com.pl/all/obr/SHRAC01ATRQG.jpg;1;8
Smart home;Ovladaèe;;RQ;SHRAG03ATRQG;5,90175E+12;Pilot OSL, 16 kana³ów, display do 30m, bia³a, ORNO;OR-SH-1709;95,5;;24;0;1;0;133,74;1;ORNO;http://www.lamaplus.com.pl/all/obr/SHRAG03ATRQG.jpg;1;9+
Œrodki czyszcz¹ce;Do plastiku;Aerozole;LL;PCPNA500XL;8,59027E+12;Œrodki czyszcz¹ce p³yn do plastiku, nape³nianie, 500ml, LOGO;78430;29,18;P³yn do czyszczenia plastiku. Uzupe³niacz 500ml.;24;0;1;0;38,81;1;Logo;http://www.lamaplus.com.pl/all/obr/PCPNA500XL.jpg;1;3
Œrodki czyszcz¹ce;Do plastiku;Aerozole;LL;PCPSP050XL;8,59027E+12;Œrodki czyszcz¹ce p³yn do plastiku, aerozol, 50ml, LOGO;78410;5,1;Do czyszczenia powierzchni z tworzyw sztucznych, sprzêtu komputerowego i urz¹dzeñ biurowych. Usuwa utrwalonym kurz, t³uszcz i resztki kleju. W³aœciwoœci antystayczne ograniczj¹ ponowne osadzanie siê kurzu. Regularne stosowanie zapobiega starzeniu (¿ó³kniêciu) tworzyw sztucznych.<br />;24;0;1;0;6,98;1;Logo;http://www.lamaplus.com.pl/all/obr/PCPSP050XL.jpg;1;42
Œrodki czyszcz¹ce;Do plastiku;Aerozole;LL;PCPSP125XL;8,59027E+12;Œrodki czyszcz¹ce p³yn do plastiku, aerozol, 125ml, LOGO;78420;12,43;Do czyszczenia powierzchni z tworzyw sztucznych, sprzêtu komputerowego i urz¹dzeñ biurowych. Usuwa utrwalonym kurz, t³uszcz i resztki kleju. W³aœciwoœci antystayczne ograniczj¹ ponowne osadzanie siê kurzu. Regularne stosowanie zapobiega starzeniu (¿ó³kniêciu) tworzyw sztucznych.;24;0;1;0;17,03;1;Logo;http://www.lamaplus.com.pl/all/obr/PCPSP125XL.jpg;1;33
Œrodki czyszcz¹ce;Do plastiku;Œciereczki;LL;PCPDZ050XL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe do plastiku, pude³ko, 50szt., LOGO;25431;9,09;Chusteczki czyszcz¹ce jednorazowe do plastiku. Pude³ko 50 szt.;24;0;0;0;12,46;1;Logo;http://www.lamaplus.com.pl/all/obr/PCPDZ050XL.jpg;0;-
Œrodki czyszcz¹ce;Do plastiku;Œciereczki;LL;PCPDZ100XL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe do plastiku, pude³ko, 100szt., LOGO;78300;11,64;Chusteczki czyszcz¹ce jednorazowe do plastiku. Pude³ko 100 szt.;24;0;1;0;15,94;1;Logo;http://www.lamaplus.com.pl/all/obr/PCPDZ100XL.jpg;1;35
Œrodki czyszcz¹ce;Do plastiku;Pozosta³e;LL;PCPSU001SL;8,59027E+12;Œrodki czyszcz¹ce zestaw do plastiku,    rozpylacz 50ml, 10 œciereczek, 3 aplikatory, LOGO;78501;10,84;Zestaw czyszcz¹cy do palstików.<br /><br />Do czyszczenia powierzchni z tworzyw sztucznych, sprzêtu komputerowego i urz¹dzeñ biurowych. Usuwa utrwalonym kurz, t³uszcz i resztki kleju. W³aœciwoœci antystayczne ograniczj¹ ponowne osadzanie siê kurzu. Regularne stosowanie zapobiega starzeniu (¿ó³kniêciu) tworzyw sztucznych.<br /><br />Zawiara 50 ml p³ynu czyszczacego<br />10 œciereczek<br />3 apliaktory;24;0;1;0;14,85;1;Logo;http://www.lamaplus.com.pl/all/obr/PCPSU001SL.jpg;1;18
Œrodki czyszcz¹ce;Do szk³a;Aerozole;LL;PCSNA500XL;8,59027E+12;Œrodki czyszcz¹ce p³yn do ekranów, nape³nianie, 500ml, LOGO;79430;28,54;Preparat do czyszczenia ekranów.<br />Opakowanie uzupe³niaj¹ce 500 ml<br />LOGO<br />;24;0;1;0;37,96;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSNA500XL.jpg;1;4
Œrodki czyszcz¹ce;Do szk³a;Aerozole;LL;PCSSP050XL;8,59027E+12;Œrodki czyszcz¹ce p³yn do ekranów, aerozol, 50ml, LOGO;79410;4,62;Preparat do czyszczenia ekranów w aerozolu.<br />Pojemnoœæ 50 ml<br />LOGO<br /><br />;24;0;1;0;6,33;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSSP050XL.jpg;1;61
Œrodki czyszcz¹ce;Do szk³a;Aerozole;LL;PCSSP125XL;8,59027E+12;Œrodki czyszcz¹ce p³yn do ekranów, aerozol, 125ml, LOGO;79420;11,96;Preparat do czyszczenia ekranów w aerozolu.<br />Pojemnoœæ 125 ml<br />LOGO;24;0;1;0;16,38;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSSP125XL.jpg;1;32
Œrodki czyszcz¹ce;Do szk³a;Aerozole;NN;PCSSP300X0;;#NAZWA?;;5,6;;24;0;0;0;7,56;1;No Name;http://www.lamaplus.com.pl/all/obr/PCSSP300X0.jpg;0;-
Œrodki czyszcz¹ce;Do szk³a;Œciereczki;LL;PCSDZ050XL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe do ekranów, pude³ko, 50szt., LOGO;20130;8,61;Œciereczki do czyszczenia ekarnów. Antystayczne.<br />Opakowanie 50 szt.<br />LOGO;24;0;1;0;11,8;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSDZ050XL.jpg;1;25
Œrodki czyszcz¹ce;Do szk³a;Œciereczki;LL;PCSDZ100NL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe do ekranów, uzupe³nienie, 100szt., LOGO;79310;10,2;Zestaw uzupe³niaj¹cy.<br />Œciereczki do czyszczenia ekarnów. Antystayczne.<br />Opakowanie 100 szt.<br />LOGO;24;0;1;0;13,98;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSDZ100NL.jpg;1;1
Œrodki czyszcz¹ce;Do szk³a;Œciereczki;LL;PCSDZ100XL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe do ekranów, pude³ko, 100szt., LOGO;79300;12,12;Œciereczki do czyszczenia ekarnów. Antystayczne.<br />Opakowanie 100 szt.<br />LOGO;24;0;1;0;16,6;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSDZ100XL.jpg;1;50
Œrodki czyszcz¹ce;Do szk³a;Pozosta³e;LL;PCSSU001SL;8,59027E+12;Œrodki czyszcz¹ce zestaw do ekranów,    rozpylacz 50ml, 10 œciereczek, LOGO;79501;9,41;Zestaw czyszcz¹cy do ekranów.<br />Zawiera 50 ml preparatu w aerozolu i 10 chusteczek czyszcz¹cych.<br />LOGO<br /><br />;24;0;1;0;12,89;1;Logo;http://www.lamaplus.com.pl/all/obr/PCSSU001SL.jpg;1;19
Œrodki czyszcz¹ce;Uniwersalne;Aerozole;LL;PCUNA500XL;8,59027E+12;Œrodki czyszcz¹ce p³yn uniwersalny, nape³nianie, 500ml, LOGO;71030;15,63;Uniwersalny p³yn do czyszczenia. Usuwa  brud, kurz, pozosta³oœci farb i kleju i inne zabrudzenia.<br />Uzupe³niacz 500 ml.;24;0;1;0;21,41;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUNA500XL.jpg;1;1
Œrodki czyszcz¹ce;Uniwersalne;Aerozole;LL;PCUSP050XL;8,59027E+12;Œrodki czyszcz¹ce p³yn uniwersalny, aerozol, 50ml, LOGO;71010;4,46;Uniwersalny p³yn do czyszczenia. Usuwa  brud, kurz, pozosta³oœci farb i kleju i inne zabrudzenia.<br />Poj. 50ml Aerozol;24;0;1;0;6,11;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUSP050XL.jpg;1;79
Œrodki czyszcz¹ce;Uniwersalne;Aerozole;LL;PCUSP125XL;8,59027E+12;Œrodki czyszcz¹ce p³yn uniwersalny, aerozol, 125ml, LOGO;71020;8,61;Uniwersalny p³yn do czyszczenia. Usuwa  brud, kurz, pozosta³oœci farb i kleju i ine zabrudzenia.<br />Poj. 125 ml Aerozol;24;0;1;0;11,8;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUSP125XL.jpg;1;71
Œrodki czyszcz¹ce;Uniwersalne;Œciereczki;LL;PCUDZ100XL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe uniwersalny, pude³ko, 100szt., LOGO;71300;10,2;Œciereczki uniwersalne antystatyczne opakowanie 100 szt.;24;0;1;0;13,98;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUDZ100XL.jpg;1;99+
Œrodki czyszcz¹ce;Uniwersalne;Œciereczki;LL;PCUUS010XL;8,59027E+12;Œrodki czyszcz¹ce rêczniki/chusteczki    hydrofilne, 15x15cm, 10szt., LOGO;76008;1,99;Œciereczki suche do czyszczenia z zastosowaniem pianki lub samodzielnie. Rozmiar 15x 15 cm - opakowanie 10 szt.<br />Antystatyczne.<br />;24;0;1;0;2,72;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUUS010XL.jpg;1;55
Œrodki czyszcz¹ce;Uniwersalne;Œciereczki;LL;PCUUS025XL;8,59027E+12;Œrodki czyszcz¹ce rêczniki/chusteczki    suche, hydrofilne, 15x15cm, 25szt., LOGO;76018;2,65;Œciereczki suche do czyszczenia z zastosowaniem pianki lub samodzielnie. Rozmiar 25x 25 cm - opakowanie 25 szt.<br />Antystatyczne.;24;0;0;0;3,84;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUUS025XL.jpg;0;-
Œrodki czyszcz¹ce;Uniwersalne;Œciereczki;HP;PCUUS010WW;;Œrodki czyszcz¹ce rêczniki/chusteczki dla HP Scanjet Enterprise, Professional, C9934B, 10szt., Hewlett-Packard;C9943B;74,92;;24;0;0;0;85,77;1;Hewlett-Packard;http://www.lamaplus.com.pl/all/obr/PCUUS010WW.jpg;0;-
Œrodki czyszcz¹ce;Uniwersalne;Pozosta³e;LL;PCUPE400XL;8,59027E+12;Œrodki czyszcz¹ce pianka uniwersalny,    antystatyczna, 400ml, LOGO;14535;9,8;Pianka czyszcz¹ca antystatyczna.<br />Nadaje siê do wszystkich powierzchni biurowych i sprzêtu komputerowego (ekrany, klawiatury, drukarki, telefony) oraz meble. Usuwa kurz i brud . Zapobieganie dalszemu gromadzeniu siê kurzu.<br />Pojemnoœæ 400ml;24;0;1;0;13,42;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUPE400XL.jpg;1;99+
Œrodki czyszcz¹ce;Uniwersalne;Pozosta³e;LL;PCUSP050SL;8,59027E+12;Œrodki czyszcz¹ce zestaw uniwersalny,    rozpylacz 50ml, 10 œciereczek, 3 aplikatory, LOGO;71501;10,36;Zestaw czyszcz¹cy do cyszczenia monitorów, klawiatur, drukarek i innego sprzêtu. Zestaw zawiera 50 ml p³ynu czyszczacego, 10 suchych œciereczek i 3 aplikatory. <br /> ;24;0;1;0;14,2;1;Logo;http://www.lamaplus.com.pl/all/obr/PCUSP050SL.jpg;1;6
Œrodki czyszcz¹ce;Specjalne;Na CD i DVD;LL;PCDCD100XL;8,59027E+12;Œrodki czyszcz¹ce chusteczki jednorazowe, na CD i DVD, pude³ko, 100 szt., LOGO;75740;9,41;Chusteczki skutecznie usuwaj¹ cz¹stki kurzu, t³uszcz, œlady palców i inne zanieczyszczenia z powierzchni p³yty. Tworzenie antystatyczna pow³okê ochronn¹, , nie pozostawia smug. Czyœæ od œrodka do zewn¹trz.;24;0;1;0;12,89;1;Logo;http://www.lamaplus.com.pl/all/obr/PCDCD100XL.jpg;1;3
Œrodki czyszcz¹ce;Specjalne;Na CD i DVD;NN;PCDDV003C0;8,59027E+12;Œrodki czyszcz¹ce CD&DVD, soczewki czyszcz¹ce, mokry proces czyszczenia,    10 jêzyków;;7,65;;24;0;1;1;10,33;1;No Name;http://www.lamaplus.com.pl/all/obr/PCDDV003C0.jpg;1;46
